Gender,Education Level,Marital Status,Income,Credit Score,Employment Status,Debt-to-Income Ratio,Risk Rating
Female,PhD,Divorced,37809,759,Self-employed,0.22202728,Low
Female,High School,Widowed,20051,779,Self-employed,0.142614999,Low
Non-binary,High School,Widowed,,,Unemployed,0.161821147,High
Male,Master's,Widowed,110506,752,Self-employed,0.161111054,Low
Non-binary,PhD,Divorced,40605,648,Self-employed,0.568591997,Low
Male,Master's,Married,86918,683,Self-employed,0.284444449,High
Male,Master's,Widowed,58345,779,Employed,0.323873298,Low
Male,Master's,Widowed,23569,652,Unemployed,0.118951014,Low
Female,High School,Single,49639,627,Self-employed,0.33172022,Low
Female,Bachelor's,Divorced,101610,784,Unemployed,0.448708737,Low
Male,Master's,Married,68821,665,Employed,0.215350817,Low
Male,PhD,Single,97865,667,Unemployed,0.425079926,Low
Male,Master's,Widowed,24314,779,Unemployed,0.556852871,Low
Non-binary,High School,Married,86130,730,Self-employed,0.517698422,Low
Non-binary,Bachelor's,Divorced,69330,619,Self-employed,0.549983926,Low
Female,Bachelor's,Single,,783,Unemployed,0.506511169,Low
Non-binary,High School,Widowed,,643,Employed,0.27678908,High
Non-binary,Master's,Divorced,117322,608,Unemployed,0.314214944,High
Male,High School,Divorced,,736,Self-employed,0.566832191,Low
Non-binary,Bachelor's,Divorced,31330,777,Self-employed,0.532051673,Low
Female,PhD,Widowed,,704,Employed,0.142242874,Low
Non-binary,PhD,Single,117158,777,Employed,0.547718005,Low
Female,Bachelor's,Married,117366,701,Employed,0.510380916,High
Non-binary,Master's,Widowed,42282,743,Employed,0.228004345,Low
Female,Bachelor's,Married,,,Employed,0.414622902,Low
Female,High School,Widowed,65608,747,Self-employed,0.278584751,High
Male,Bachelor's,Divorced,,606,Self-employed,0.530595398,High
Non-binary,Master's,Divorced,85211,720,Self-employed,0.299191664,Low
Non-binary,PhD,Married,93108,744,Unemployed,0.562229767,Low
Non-binary,Bachelor's,Divorced,62553,686,Unemployed,0.262807856,Low
Female,Bachelor's,Widowed,46620,720,Self-employed,0.419918236,High
Female,Bachelor's,Divorced,61616,650,Employed,0.542150291,Low
Female,PhD,Divorced,,701,Employed,0.359065674,High
Female,High School,Divorced,113518,786,Self-employed,0.1553306,High
Non-binary,Master's,Single,95036,704,Self-employed,0.284116374,High
Female,Bachelor's,Widowed,75258,772,Self-employed,0.573026181,High
Female,PhD,Married,70946,673,Self-employed,0.537001563,Low
Female,High School,Married,109897,711,Self-employed,0.216285123,High
Male,Master's,Widowed,91011,799,Self-employed,0.458013597,Low
Male,PhD,Married,45789,746,Employed,0.213811325,High
Non-binary,High School,Married,37991,668,Employed,0.443902716,High
Male,Master's,Married,48155,747,Employed,0.572710711,Low
Female,High School,Widowed,,742,Unemployed,0.549912129,Low
Non-binary,High School,Married,,733,Employed,0.201285451,High
Non-binary,High School,Divorced,38930,781,Self-employed,0.232062521,High
Female,PhD,Married,108487,,Unemployed,0.463337746,Low
Non-binary,Bachelor's,Single,,,Self-employed,0.243733938,Low
Non-binary,High School,Widowed,108760,798,Employed,0.32363349,High
Male,Master's,Widowed,32943,,Self-employed,0.434746168,Low
Female,High School,Married,96960,688,Self-employed,0.107136799,Low
Male,PhD,Divorced,,697,Unemployed,0.161665607,High
Male,PhD,Single,68917,645,Unemployed,0.51739463,High
Male,Master's,Married,81282,724,Employed,0.470428978,High
Male,Bachelor's,Married,111610,798,Unemployed,0.353377177,Low
Female,Master's,Divorced,,631,Unemployed,0.589054893,Low
Female,PhD,Single,41459,666,Employed,0.135139323,High
Male,Master's,Married,74822,,Self-employed,0.573573003,High
Female,PhD,Divorced,90779,,Unemployed,0.155285525,Low
Female,High School,Divorced,115884,665,Employed,0.259458594,Low
Female,High School,Married,43212,629,Unemployed,0.340978197,Low
Non-binary,High School,Married,104576,644,Unemployed,0.526338296,High
Non-binary,Bachelor's,Single,89123,,Employed,0.295802614,Low
Male,Bachelor's,Married,72221,682,Self-employed,0.338097915,Low
Non-binary,Bachelor's,Divorced,112735,767,Unemployed,0.106629423,Low
Male,High School,Single,54747,728,Self-employed,0.122403786,Low
Non-binary,Master's,Divorced,55416,660,Employed,0.351157228,Low
Non-binary,Bachelor's,Divorced,57596,712,Self-employed,0.311684715,Low
Non-binary,Bachelor's,Married,103171,,Unemployed,0.520040545,Low
Non-binary,PhD,Widowed,,710,Self-employed,0.115124867,Low
Male,Bachelor's,Widowed,57049,713,Self-employed,0.382238626,Low
Female,Master's,Single,45146,616,Unemployed,0.241415297,High
Female,Bachelor's,Married,118923,688,Self-employed,0.380943919,Low
Non-binary,Master's,Single,69699,648,Employed,0.367411919,High
Non-binary,PhD,Single,48582,798,Employed,0.257714701,Low
Non-binary,Bachelor's,Widowed,60857,726,Employed,0.504554805,Low
Female,High School,Married,,654,Unemployed,0.325070457,High
Non-binary,Master's,Married,116171,626,Employed,0.591798748,Low
Male,Bachelor's,Single,,765,Employed,0.380531653,High
Male,High School,Married,78185,640,Unemployed,0.144698285,Low
Male,High School,Single,118737,685,Employed,0.262373881,High
Male,PhD,Single,26952,677,Unemployed,0.272922098,High
Male,Bachelor's,Single,42300,731,Unemployed,0.266600647,Low
Female,Master's,Divorced,,787,Unemployed,0.146213995,Low
Female,High School,Divorced,,,Unemployed,0.122925482,Low
Male,Master's,Divorced,88901,,Unemployed,0.453690773,High
Female,PhD,Divorced,,770,Self-employed,0.293414075,High
Non-binary,PhD,Single,117654,,Employed,0.443655322,High
Non-binary,PhD,Married,79534,708,Self-employed,0.164957837,Low
Non-binary,PhD,Single,,796,Unemployed,0.147930677,Low
Non-binary,Master's,Divorced,36007,647,Employed,0.529529802,Low
Male,Master's,Single,76959,603,Unemployed,0.247464256,Low
Male,High School,Married,,,Unemployed,0.223084999,High
Female,High School,Widowed,85254,709,Employed,0.417326417,Low
Non-binary,PhD,Single,80843,767,Self-employed,0.248341101,High
Non-binary,High School,Widowed,60122,634,Employed,0.258176712,Low
Female,PhD,Divorced,74235,749,Unemployed,0.524256476,High
Female,Master's,Divorced,45168,703,Unemployed,0.408858671,Low
Male,PhD,Married,47097,600,Unemployed,0.415980519,Low
Male,PhD,Single,43504,,Self-employed,0.251545157,Low
Non-binary,Bachelor's,Single,88398,,Employed,0.406176847,High
Male,Bachelor's,Divorced,94363,771,Employed,0.587625695,High
Male,High School,Married,24820,609,Unemployed,0.382272993,Low
Female,High School,Widowed,86775,609,Unemployed,0.266291223,Low
Non-binary,High School,Single,117400,616,Unemployed,0.490358157,High
Non-binary,High School,Married,81684,737,Self-employed,0.363011709,Low
Non-binary,Bachelor's,Divorced,35624,680,Self-employed,0.554220621,High
Non-binary,PhD,Widowed,,799,Unemployed,0.560099209,Low
Non-binary,High School,Single,106900,,Self-employed,0.596483836,Low
Female,Master's,Married,62448,,Employed,0.398516617,Low
Female,Bachelor's,Divorced,,628,Unemployed,0.350496372,High
Female,High School,Married,69962,609,Unemployed,0.552807613,Low
Male,Master's,Single,83874,629,Unemployed,0.479270688,High
Female,Master's,Divorced,22866,681,Employed,0.386543377,Low
Non-binary,Master's,Married,,649,Self-employed,0.159411237,High
Non-binary,High School,Divorced,93079,754,Unemployed,0.279611732,Low
Male,Master's,Married,47328,789,Employed,0.435471896,High
Male,Bachelor's,Widowed,38687,745,Unemployed,0.188828002,Low
Male,PhD,Widowed,74841,725,Employed,0.415650373,Low
Male,Bachelor's,Single,55608,657,Unemployed,0.219709961,Low
Non-binary,Master's,Divorced,107340,787,Self-employed,0.519804742,Low
Non-binary,High School,Widowed,55674,747,Self-employed,0.11788088,High
Male,Bachelor's,Single,,790,Unemployed,0.393457828,Low
Non-binary,High School,Single,46534,666,Employed,0.495676176,Low
Male,PhD,Single,109037,686,Self-employed,0.395024095,High
Non-binary,PhD,Widowed,105566,750,Employed,0.559964603,High
Male,Master's,Widowed,78282,714,Unemployed,0.379533112,Low
Male,PhD,Single,24920,633,Employed,0.156593911,Low
Non-binary,Bachelor's,Married,,651,Employed,0.508742394,Low
Non-binary,Bachelor's,Single,65975,,Unemployed,0.394205498,Low
Male,High School,Divorced,63775,604,Unemployed,0.175279266,High
Male,Master's,Divorced,,746,Unemployed,0.51551854,Low
Male,High School,Divorced,112390,,Employed,0.415046761,High
Female,Master's,Married,73270,730,Employed,0.175306277,Low
Non-binary,Bachelor's,Single,103732,745,Unemployed,0.240153995,High
Non-binary,Master's,Widowed,102473,717,Unemployed,0.560853165,High
Female,Master's,Widowed,31913,713,Employed,0.346649277,Low
Non-binary,Bachelor's,Widowed,,755,Self-employed,0.263224175,Low
Female,Master's,Single,42151,620,Self-employed,0.41435853,High
Male,High School,Married,59606,613,Self-employed,0.348263137,High
Male,Bachelor's,Single,,653,Self-employed,0.322651273,Low
Non-binary,PhD,Single,58573,,Unemployed,0.193953234,High
Non-binary,Bachelor's,Single,43952,,Employed,0.121766605,High
Female,High School,Widowed,97831,732,Self-employed,0.283730699,High
Non-binary,High School,Married,75438,707,Unemployed,0.351890649,Low
Female,High School,Married,52132,706,Unemployed,0.496197155,High
Female,High School,Single,53268,705,Employed,0.30707434,Low
Male,Bachelor's,Single,68024,720,Employed,0.365413111,High
Non-binary,Bachelor's,Divorced,118651,607,Self-employed,0.404990382,Low
Male,Master's,Married,115661,661,Self-employed,0.450647989,High
Non-binary,PhD,Widowed,105984,686,Unemployed,0.596500047,High
Female,Master's,Divorced,,677,Self-employed,0.446572737,Low
Female,PhD,Divorced,68436,656,Self-employed,0.258502108,High
Female,PhD,Single,28669,749,Employed,0.56270768,Low
Female,Bachelor's,Divorced,26180,685,Employed,0.218798145,High
Female,Master's,Married,68795,774,Self-employed,0.269853924,Low
Non-binary,PhD,Divorced,53575,,Self-employed,0.174197362,Low
Non-binary,Bachelor's,Married,34979,721,Self-employed,0.565211455,High
Female,Master's,Widowed,41803,621,Unemployed,0.53453298,High
Male,High School,Married,99435,711,Employed,0.307794868,High
Female,High School,Widowed,,654,Unemployed,0.420111961,Low
Male,Master's,Divorced,75046,681,Self-employed,0.577317692,Low
Female,PhD,Divorced,69966,623,Self-employed,0.509927174,High
Male,High School,Widowed,86877,692,Employed,0.52221514,High
Female,Master's,Married,37793,626,Self-employed,0.431176306,High
Non-binary,PhD,Married,40110,762,Employed,0.248649959,High
Male,Bachelor's,Divorced,62559,694,Employed,0.260280274,High
Female,PhD,Single,84940,771,Employed,0.122250407,High
Male,Master's,Single,,,Employed,0.353980413,High
Female,Master's,Single,28712,786,Unemployed,0.10674225,High
Male,PhD,Widowed,25404,662,Employed,0.178875779,Low
Non-binary,High School,Divorced,35624,,Employed,0.253435936,Low
Female,High School,Divorced,64078,664,Unemployed,0.599032961,High
Non-binary,PhD,Widowed,24078,608,Employed,0.512173693,High
Non-binary,Bachelor's,Single,103201,773,Unemployed,0.12419133,Low
Non-binary,Bachelor's,Widowed,,681,Employed,0.49398539,Low
Non-binary,High School,Married,,,Unemployed,0.471857154,Low
Non-binary,Master's,Single,,792,Employed,0.298568721,High
Male,Bachelor's,Single,48114,610,Unemployed,0.133623209,Low
Male,High School,Single,79810,618,Self-employed,0.106219838,Low
Female,Master's,Divorced,,,Self-employed,0.559261518,High
Non-binary,PhD,Married,26109,746,Self-employed,0.123200211,Low
Female,Master's,Single,83766,716,Unemployed,0.511232152,Low
Non-binary,PhD,Divorced,,774,Employed,0.458253542,Low
Female,High School,Divorced,97492,667,Unemployed,0.482566034,High
Female,High School,Divorced,,700,Unemployed,0.541928993,High
Non-binary,Master's,Divorced,,,Employed,0.473819278,Low
Non-binary,Master's,Widowed,,738,Employed,0.46682783,Low
Female,Bachelor's,Divorced,101144,615,Employed,0.581956105,Low
Non-binary,PhD,Married,46823,711,Self-employed,0.169843456,High
Male,Bachelor's,Single,114908,610,Employed,0.487211792,High
Female,PhD,Divorced,100732,644,Employed,0.513521509,Low
Non-binary,Master's,Divorced,41383,630,Unemployed,0.127949735,Low
Non-binary,Bachelor's,Married,56368,754,Employed,0.14755317,Low
Female,PhD,Single,109438,674,Self-employed,0.505789504,Low
Male,High School,Single,,720,Unemployed,0.493259775,Low
Male,Bachelor's,Widowed,43645,635,Self-employed,0.232899499,Low
Non-binary,PhD,Married,27425,,Unemployed,0.140842143,Low
Non-binary,Bachelor's,Divorced,50736,727,Unemployed,0.578764324,High
Non-binary,Bachelor's,Widowed,40239,684,Unemployed,0.334212479,Low
Non-binary,Master's,Widowed,119415,766,Unemployed,0.104338705,Low
Female,PhD,Widowed,73817,661,Self-employed,0.275420339,Low
Female,Bachelor's,Widowed,75505,718,Self-employed,0.160044792,High
Non-binary,PhD,Single,117013,734,Employed,0.51745179,High
Non-binary,PhD,Divorced,20557,674,Employed,0.155597453,High
Male,PhD,Divorced,46862,652,Employed,0.530326613,Low
Female,PhD,Single,,617,Employed,0.387953868,High
Non-binary,PhD,Divorced,58197,795,Self-employed,0.262314526,Low
Non-binary,PhD,Widowed,119961,644,Self-employed,0.429631276,High
Male,PhD,Widowed,73223,649,Self-employed,0.266868917,Low
Male,Master's,Single,39650,691,Unemployed,0.534348293,High
Male,High School,Single,35764,,Employed,0.55096415,Low
Female,Master's,Divorced,36088,,Employed,0.451194948,High
Male,Bachelor's,Widowed,60078,,Self-employed,0.54902337,Low
Male,High School,Widowed,79429,,Unemployed,0.561660002,High
Female,Bachelor's,Married,39930,700,Employed,0.144901901,Low
Female,PhD,Married,96280,660,Employed,0.316572089,High
Female,Master's,Married,29449,705,Unemployed,0.575124787,High
Male,Bachelor's,Divorced,33394,668,Unemployed,0.421123651,Low
Male,Bachelor's,Divorced,,681,Unemployed,0.551939946,Low
Male,High School,Single,,,Employed,0.567487013,High
Male,Master's,Widowed,65680,780,Self-employed,0.189488653,High
Non-binary,PhD,Single,92322,636,Employed,0.309465477,Low
Male,Bachelor's,Single,70229,787,Employed,0.427800302,Low
Non-binary,High School,Divorced,97255,625,Unemployed,0.163972431,Low
Female,High School,Married,29201,767,Self-employed,0.401782424,High
Female,PhD,Married,108296,,Unemployed,0.368895606,High
Female,Bachelor's,Widowed,33246,704,Unemployed,0.583162038,Low
Female,PhD,Married,46691,622,Employed,0.161049814,Low
Male,Bachelor's,Single,92999,,Employed,0.254987801,Low
Male,Bachelor's,Single,57202,718,Employed,0.272008743,High
Male,Master's,Widowed,35380,624,Unemployed,0.165656051,Low
Female,Master's,Divorced,30011,660,Employed,0.178933334,High
Non-binary,Bachelor's,Single,58767,610,Employed,0.209787017,High
Male,Master's,Married,104825,709,Self-employed,0.591063555,High
Non-binary,Master's,Widowed,113439,706,Unemployed,0.396455468,High
Non-binary,PhD,Widowed,41983,760,Self-employed,0.136518919,High
Non-binary,PhD,Married,75211,717,Employed,0.383140103,High
Male,High School,Divorced,,684,Unemployed,0.104422013,Low
Female,PhD,Divorced,102598,692,Self-employed,0.554208532,Low
Female,Bachelor's,Widowed,111951,748,Unemployed,0.234598657,Low
Male,PhD,Married,94801,610,Employed,0.469866041,High
Non-binary,High School,Married,108992,675,Self-employed,0.479067466,High
Non-binary,PhD,Divorced,50804,750,Unemployed,0.120995716,Low
Female,PhD,Single,22257,,Employed,0.527991422,High
Female,Bachelor's,Widowed,69678,628,Employed,0.25723047,High
Male,Master's,Divorced,100225,,Self-employed,0.166771004,High
Non-binary,Master's,Married,,,Unemployed,0.476043548,High
Female,High School,Married,76630,,Unemployed,0.340081395,Low
Non-binary,Bachelor's,Divorced,57377,732,Self-employed,0.187489254,Low
Female,High School,Widowed,29144,699,Unemployed,0.392385622,High
Female,Master's,Divorced,53738,606,Unemployed,0.309857272,High
Male,PhD,Married,85623,,Self-employed,0.389649069,Low
Male,Bachelor's,Divorced,52402,693,Self-employed,0.456792236,High
Male,High School,Single,31255,632,Unemployed,0.230989761,Low
Non-binary,Master's,Widowed,20637,714,Unemployed,0.477166867,High
Male,High School,Married,,616,Employed,0.409100411,Low
Non-binary,PhD,Single,64858,616,Self-employed,0.368359099,Low
Male,Master's,Single,109422,763,Self-employed,0.260627708,High
Non-binary,Master's,Married,74869,635,Unemployed,0.482880222,High
Male,Bachelor's,Divorced,84143,711,Self-employed,0.512494276,High
Non-binary,PhD,Widowed,,641,Unemployed,0.298411399,Low
Female,High School,Widowed,98845,796,Unemployed,0.207543977,High
Female,High School,Widowed,,,Employed,0.39444992,Low
Female,Bachelor's,Single,55065,738,Self-employed,0.263149678,High
Non-binary,Bachelor's,Widowed,,,Employed,0.363089672,Low
Non-binary,PhD,Married,65414,727,Self-employed,0.22573219,Low
Non-binary,High School,Married,84367,742,Unemployed,0.256511474,Low
Non-binary,PhD,Single,118171,,Unemployed,0.135645628,Low
Female,High School,Married,31842,601,Unemployed,0.260617035,High
Female,PhD,Divorced,100051,797,Self-employed,0.252571202,Low
Non-binary,High School,Single,46578,653,Unemployed,0.380223408,Low
Female,Bachelor's,Divorced,22994,685,Employed,0.519372753,Low
Male,PhD,Divorced,68122,,Self-employed,0.441140757,Low
Female,Bachelor's,Divorced,67147,725,Self-employed,0.338750604,Low
Non-binary,High School,Widowed,45706,625,Employed,0.240625378,High
Male,PhD,Married,25962,,Self-employed,0.128955061,Low
Non-binary,High School,Single,99903,,Self-employed,0.445337011,High
Non-binary,PhD,Single,24570,702,Self-employed,0.543569098,High
Female,Master's,Divorced,69631,728,Employed,0.10051075,Low
Non-binary,Master's,Divorced,20511,640,Unemployed,0.292157339,Low
Female,Master's,Married,,773,Self-employed,0.475272202,Low
Non-binary,High School,Widowed,106089,727,Unemployed,0.594408441,Low
Non-binary,PhD,Married,,629,Self-employed,0.172988548,Low
Non-binary,Bachelor's,Single,117930,710,Self-employed,0.531515753,Low
Female,High School,Divorced,,,Self-employed,0.599016138,Low
Male,PhD,Widowed,108576,681,Employed,0.269271759,High
